Date,Direction,MktReturn,12m_cpi_forecast,12m_real_gdp_forecast_calculated,12m_unemployment_rate,wti_prev_yoy_chg,PE_ratio_shiller,corp_bond_yield_prev_month,MktReturn_prev_month,MktReturn_prev_yr
198504,Down,-0.24,5.1855376,4.4161078,7.2,-8.201944,10.37,12.56,-0.2870013,13.4941651
198505,Up,5.75,5.1855376,4.4161078,7.2,-5.9213535,10.4,12.23,-0.4594276,12.3586371
198506,Up,1.82,5.1546392,3.8810162,7.3,-9.4921363,10.61,11.72,5.4051053,25.9050144
198507,Down,-0.12,5.1546392,3.8810162,7.3,-9.4236994,10.81,10.94,1.2134017,25.2448197
198508,Down,-0.47,5.1546392,3.8810162,7.3,-4.9492209,11,10.97,-0.4847579,26.7224167
198509,Down,-3.94,5.1546392,3.8810162,7.3,-5.1111111,10.74,11.05,-1.1994516,13.1689542
198510,Up,4.67,5.1546392,3.8810162,7.3,-3.4867456,10.47,11.07,-3.4724078,9.6207077
198511,Up,7.09,5.1546392,3.8810162,7.3,2.6872936,10.55,11.02,4.2508814,14.2874415
198512,Up,4.53,4.4546851,4.0771977,7,9.6626094,11.16,10.55,6.5061588,23.5909008
198601,Up,1.21,4.4546851,4.0771977,7,7.0745999,11.69,10.16,4.5061093,26.3334087
198602,Up,7.66,4.4546851,4.0771977,7,-10.5144105,11.72,10.05,0.2366528,17.8978974
198603,Up,5.48,4.4546851,4.0771977,7,-43.3757471,12.39,9.67,7.1489277,25.2456158
198604,Down,-0.79,4.4546851,4.0771977,7,-55.3155323,13.19,9,5.2793919,32.2373457
198605,Up,5.11,4.4546851,4.0771977,7,-55.4001041,13.55,8.79,-1.4148138,30.9681373
198606,Up,1.55,4.2114971,3.7641417,6.7,-44.0900699,13.56,9.09,5.0229288,30.4932746
198607,Down,-5.93,4.2114971,3.7641417,6.7,-50.3776296,13.89,9.13,1.4109521,30.747974
198608,Up,6.53,4.2114971,3.7641417,6.7,-57.6457243,13.62,8.88,-5.8682831,23.6748363
198609,Down,-8.15,4.2114971,3.7641417,6.7,-45.6242119,13.89,8.72,7.1192607,34.0878897
198610,Up,5.12,4.2114971,3.7641417,6.7,-47.2833964,13.47,8.89,-8.5438606,27.0430604
198611,Up,1.56,4.2114971,3.7641417,6.7,-49.719006,13.43,8.86,5.472933,28.5322869
198612,Down,-2.78,4.2511346,3.0323531,6.9,-50.647454,13.87,8.68,2.1477191,23.2724952
198701,Up,12.89,4.2511346,3.0323531,6.9,-40.9578375,14.09,8.49,-2.8288271,14.6204085
198702,Up,4.82,4.2511346,3.0323531,6.9,-18.6925256,14.92,8.36,13.1766896,29.4173143
198703,Up,2.11,4.2511346,3.0323531,6.9,14.7908302,15.82,8.38,3.6923619,25.2423826
198704,Down,-1.67,4.2511346,3.0323531,6.9,45.0705342,16.43,8.36,2.6389865,22.1013057
198705,Up,0.49,4.2511346,3.0323531,6.9,45.1155912,16.2,8.85,-1.1450212,22.4354535
198706,Up,4.42,5.1228901,3.535467,6.2,25.7122507,16.16,9.33,0.6034197,17.2832015
198707,Up,4.31,5.1228901,3.535467,6.2,48.7415547,16.83,9.32,4.7914491,21.1927942
198708,Up,3.99,5.1228901,3.535467,6.2,84.4924406,17.31,9.42,4.8223697,34.9568062
198709,Down,-2.14,5.1228901,3.535467,6.2,34.3360721,18.33,9.67,3.495884,30.3918069
198710,Down,-22.64,5.1228901,3.535467,6.2,30.9327432,17.68,10.18,-2.4166165,39.1276056
198711,Down,-7.42,5.1228901,3.535467,6.2,33.6385672,15.53,10.52,-21.7630416,3.2010809
198712,Up,7.2,4.8363742,2.474764,6,24.4163872,13.59,10.01,-8.5348865,-7.5916852
198801,Up,4.5,4.8363742,2.474764,6,7.2468276,13.39,10.11,7.286148,2.027503
198802,Up,5.21,4.8363742,2.474764,6,-8.0188679,13.9,9.88,4.0432269,-6.2062102
198803,Down,-1.83,4.8363742,2.474764,6,-5.4214149,14.3,9.4,4.1817403,-5.7635483
198804,Up,1.02,4.8363742,2.474764,6,-11.4067195,14.67,9.39,-3.334326,-11.2478559
198805,Up,0.22,4.8363742,2.474764,6,-4.1195087,14.43,9.67,0.9424744,-9.3736993
198806,Up,5.28,5.29462,2.9121613,5.6,-10.1828483,14.03,9.9,0.3176126,-9.6311622
198807,Down,-0.74,5.29462,2.9121613,5.6,-17.4902665,14.77,9.86,4.3256011,-10.0328947
198808,Down,-2.72,5.29462,2.9121613,5.6,-27.4268321,14.61,9.96,-0.5411375,-14.636294
198809,Up,3.92,5.29462,2.9121613,5.6,-23.4290224,14.24,10.11,-3.8600104,-20.7034571
198810,Up,1.76,5.29462,2.9121613,5.6,-25.9090444,14.37,9.82,3.9729334,-15.5112901
198811,Down,-1.72,5.29462,2.9121613,5.6,-30.4816606,14.81,9.51,2.5964462,10.7947134
198812,Up,2.12,5.5324459,2.8762561,5.7,-26.1257928,14.45,9.45,-1.8890881,18.8449885
198901,Up,6.65,5.5324459,2.8762561,5.7,-5.6551244,14.7,9.57,1.4687573,12.4008413
198902,Down,-1.64,5.5324459,2.8762561,5.7,4.7960373,15.09,9.62,7.1114792,15.7155611
198903,Up,2.24,5.5324459,2.8762561,5.7,6.3286609,15.47,9.64,-2.8944149,7.8560143
198904,Up,5,5.5324459,2.8762561,5.7,19.9050379,15.3,9.8,2.0805962,13.8977859
198905,Up,4.14,5.5324459,2.8762561,5.7,17.7062937,15.69,9.79,5.0089939,18.4862168
198906,Down,-0.64,5.605199,2.3477882,5.8,14.8755591,16.19,9.57,3.5137493,22.2612085
198907,Up,7.9,5.605199,2.3477882,5.8,21.0223835,16.64,9.1,-0.7924554,16.2632581
198908,Up,2.18,5.605199,2.3477882,5.8,26.7518389,17.01,8.93,8.8370259,27.2259396
198909,Down,-0.11,5.605199,2.3477882,5.8,19.312033,17.73,8.96,1.5516716,34.3874376
198910,Down,-2.99,5.605199,2.3477882,5.8,35.4392756,17.71,9.01,-0.6544367,28.4064539
198911,Up,1.72,5.605199,2.3477882,5.8,45.6080591,17.64,8.92,-2.5175452,22.0059446
198912,Up,1.77,4.6974522,2.8249483,5.6,41.8043929,17.24,8.89,1.6541325,26.4121209
199001,Down,-7.28,4.6974522,2.8249483,5.6,29.6446576,17.65,8.86,2.1416816,27.2504655
199002,Up,1.68,4.6974522,2.8249483,5.6,25.902241,17.05,8.99,-6.8817225,10.6262769
199003,Up,2.47,4.6974522,2.8249483,5.6,24.0210928,16.51,9.22,0.8539043,14.8965008
199004,Down,-2.67,4.6974522,2.8249483,5.6,5.003857,16.83,9.37,2.4254984,15.2847044
199005,Up,9.1,4.6974522,2.8249483,5.6,-11.6825095,16.81,9.46,-2.6887139,6.8337334
199006,Down,-0.46,4.8487199,3.1344888,5.6,-8.9606629,17.39,9.47,9.198919,12.7012428
199007,Down,-1.22,4.8487199,3.1344888,5.6,-15.6660835,17.82,9.26,-0.8886366,12.5919796
199008,Down,-9.49,4.8487199,3.1344888,5.6,-5.1211566,17.75,9.24,-0.5223158,2.909734
199009,Down,-5.52,4.8487199,3.1344888,5.6,46.7120181,16.17,9.41,-9.4314184,-8.2202342
199010,Down,-1.24,4.8487199,3.1344888,5.6,71.9250791,15.3,9.56,-5.1184307,-12.3442666
199011,Up,6.92,4.8487199,3.1344888,5.6,78.796476,14.82,9.53,-0.6698213,-10.6828025
199012,Up,3.06,4.4194757,1.3235595,6.5,62.9667003,15.19,9.3,5.9934214,-6.8701378
199101,Up,5.21,4.4194757,1.3235595,6.5,29.6329666,15.85,9.05,2.4827757,-6.5591379
199102,Up,7.67,4.4194757,1.3235595,6.5,10.2380637,15.61,9.04,4.1517752,4.5125825
199103,Up,3.09,4.4194757,1.3235595,6.5,-7.1693505,17.35,8.83,6.7281175,10.5998947
199104,Up,0.25,4.4194757,1.3235595,6.5,-2.7328828,17.82,8.93,2.2202833,10.3783017
199105,Up,4.12,4.4194757,1.3235595,6.5,12.0600581,18.16,8.86,0.0319799,13.4643318
199106,Down,-4.52,4.4378698,2.9933113,6.5,16.4665241,18.04,8.86,3.8604975,7.9173865
199107,Up,4.73,4.4378698,2.9933113,6.5,19.702448,18.02,9.01,-4.7892629,3.6701903
199108,Up,2.78,4.4378698,2.9933113,6.5,14.9264943,18.1,9,4.4859343,8.8895141
199109,Down,-1.13,4.4378698,2.9933113,6.5,-20.1884154,18.51,8.75,1.9648784,22.5911444
199110,Up,1.71,4.4378698,2.9933113,6.5,-35.1174043,18.36,8.61,-1.9143738,26.7309264
199111,Down,-3.8,4.4378698,2.9933113,6.5,-35.3376761,18.35,8.55,1.1834237,29.0953987
199112,Up,11.22,3.9665211,2.8720202,6.5,-30.4489164,18.29,8.48,-4.3903709,16.4483892
199201,Down,-0.25,3.9665211,2.8720202,6.5,-28.6059187,18.44,8.31,11.1587855,26.306703
199202,Up,1.37,3.9665211,2.8720202,6.5,-24.596338,19.77,8.2,-1.992375,18.8555832
199203,Down,-2.32,3.9665211,2.8720202,6.5,-7.4453053,19.58,8.29,0.9589542,12.4308726
199204,Up,1.39,3.9665211,2.8720202,6.5,-4.7532729,19.28,8.35,-2.1831863,7.5875489
199205,Up,0.58,3.9665211,2.8720202,6.5,-2.7853815,19.3,8.33,2.7892715,10.5531029
199206,Down,-2.02,4.0860215,3.8881942,6.7,-1.4124294,19.66,8.28,0.0963957,6.5464484
199207,Up,4.08,4.0860215,3.8881942,6.7,10.7947512,19.32,8.22,-1.7358832,9.963361
199208,Down,-2.12,4.0860215,3.8881942,6.7,1.5826331,19.62,8.07,3.9373684,9.3860378
199209,Up,1.45,4.0860215,3.8881942,6.7,-1.5584655,19.72,7.95,-2.399753,4.7037418
199210,Up,1.25,4.0860215,3.8881942,6.7,0.2058837,19.71,7.92,0.9105594,7.7192812
199211,Up,4.36,4.0860215,3.8881942,6.7,-6.6299294,19.37,7.99,0.2106283,6.6836489
199212,Up,1.81,3.6671368,3.5789977,6.7,-9.450256,19.83,8.1,3.0261807,14.9592252
199301,Up,1.16,3.6671368,3.5789977,6.7,-0.5636112,20.45,7.98,1.0107766,4.4642632
199302,Up,0.34,3.6671368,3.5789977,6.7,1.3549416,20.32,7.91,0.7045989,7.3389109
199303,Up,2.55,3.6671368,3.5789977,6.7,5.5698868,20.55,7.71,1.0483627,7.4339695
199304,Down,-2.81,3.6671368,3.5789977,6.7,7.5650243,20.86,7.58,1.8697298,11.8853602
199305,Up,3.11,3.6671368,3.5789977,6.7,0.1333794,20.46,7.46,-2.541681,6.082658
199306,Up,0.56,3.8888889,3.62575,6.5,-4.7755492,20.52,7.43,2.2717463,8.3881053
199307,Down,-0.1,3.8888889,3.62575,6.5,-14.7709497,20.61,7.33,0.075523,10.3861377
199308,Up,3.96,3.8888889,3.62575,6.5,-17.8914472,20.56,7.17,-0.5327046,5.6387201
199309,Up,0.14,3.8888889,3.62575,6.5,-15.6487119,20.81,6.85,3.4431957,11.962901
199310,Up,1.63,3.8888889,3.62575,6.5,-20.0347,20.99,6.66,-0.998793,9.8444246
199311,Down,-1.64,3.8888889,3.62575,6.5,-16.3362228,21.11,6.67,1.9392923,11.7392746
199312,Up,1.88,3.3630748,3.9383983,6.2,-17.9087602,21.04,6.93,-1.2910626,7.0569149
199401,Up,3.12,3.3630748,3.9383983,6.2,-25.2331633,21.16,6.93,1.0091173,7.0551563
199402,Down,-2.34,3.3630748,3.9383983,6.2,-21.3630406,21.41,6.92,3.2500745,9.7611528
199403,Down,-4.51,3.3630748,3.9383983,6.2,-26.2953174,21.26,7.08,-3.0044996,5.3588366
199404,Up,0.95,3.3630748,3.9383983,6.2,-27.9500663,20.83,7.48,-4.5746511,-1.3062687
199405,Up,0.89,3.3630748,3.9383983,6.2,-19.1909225,20.06,7.88,1.1530644,2.4353125
199406,Down,-2.72,3.7991859,3.3846874,6,-10.330993,20.2,7.99,1.2397143,1.40163
199407,Up,3.1,3.7991859,3.3846874,6,0,20.29,7.97,-2.6790824,-1.3894768
199408,Up,4.38,3.7991859,3.3846874,6,9.9854472,20.07,8.11,3.1489908,2.2605059
199409,Down,-1.94,3.7991859,3.3846874,6,2.0600811,20.54,8.07,3.7598699,2.5735594
199410,Up,1.72,3.7991859,3.3846874,6,-0.3083248,20.58,8.34,-2.6877535,0.8236546
199411,Down,-3.67,3.7991859,3.3846874,6,-2.3973546,20.4,8.57,2.0833816,0.966167
199412,Up,1.3,4.0133779,3.305945,5.6,8.3897239,20.21,8.68,-3.9504613,-1.7540455
199501,Up,2.22,4.0133779,3.305945,5.6,18.2632667,19.91,8.46,1.2299118,-1.539291
199502,Up,4.03,4.0133779,3.305945,5.6,19.9333333,20.22,8.46,2.4277711,-2.323451
199503,Up,2.65,4.0133779,3.305945,5.6,25.3721245,20.8,8.26,3.607415,4.3348888
199504,Up,2.55,4.0133779,3.305945,5.6,26.5347885,21.15,8.12,2.7329193,12.3247422
199505,Up,3.44,4.0133779,3.305945,5.6,21.3064713,21.64,8.03,2.7960359,14.1491689
199506,Up,3.19,3.8841343,2.6718811,5.8,10.4026846,22.2,7.65,3.6311712,16.8455693
199507,Up,4.17,3.8841343,2.6718811,5.8,-3.408495,22.72,7.3,2.1278544,22.6168802
199508,Up,1.02,3.8841343,2.6718811,5.8,-11.9592875,23.38,7.41,3.177604,22.6508938
199509,Up,3.78,3.8841343,2.6718811,5.8,-1.9042437,23.28,7.57,-0.0320238,18.1686296
199510,Down,-1.05,3.8841343,2.6718811,5.8,4.4100802,23.95,7.32,4.0097472,26.3015678
199511,Up,4.38,3.8841343,2.6718811,5.8,-1.5245624,23.93,7.12,-0.4979335,23.1078634
199512,Up,1.52,3.3181522,2.6946128,5.7,-0.6077348,24.35,7.02,4.1049003,33.4325183
199601,Up,2.69,3.3181522,2.6946128,5.7,10.955711,25.03,6.82,1.7443874,34.1106556
199602,Up,1.72,3.3181522,2.6946128,5.7,4.9471929,24.76,6.81,3.2617387,35.2025854
199603,Up,1.12,3.3181522,2.6946128,5.7,2.9141932,25.98,6.99,0.6933702,31.3999001
199604,Up,2.52,3.3181522,2.6946128,5.7,15.148248,25.63,7.35,0.7916567,28.9169403
199605,Up,2.78,3.3181522,2.6946128,5.7,18.6210367,25.42,7.5,1.3431422,27.0948602
199606,Down,-0.74,3.3269354,2.8656171,5.65,7.6494428,25.81,7.62,2.2853406,25.4443129
199607,Down,-5.52,3.3269354,2.8656171,5.65,11.0206298,25.97,7.71,0.225671,23.1078486
199608,Up,3.18,3.3269354,2.8656171,5.65,23.2369942,24.86,7.65,-4.5748017,13.8579536
199609,Up,5.45,3.3269354,2.8656171,5.65,21.797005,25.41,7.46,1.8813935,16.0372293
199610,Up,1.28,3.3269354,2.8656171,5.65,31.5962699,25.68,7.66,5.4203328,17.6109322
199611,Up,6.66,3.3269354,2.8656171,5.65,42.7752294,26.48,7.39,2.6101003,21.2846122
199612,Down,-1.24,3.4112445,2.4277786,5.4,31.7954419,27.59,7.1,7.3376152,25.0507997
199701,Up,5.43,3.4112445,2.4277786,5.4,33.3508403,27.72,7.2,-2.1505415,20.2636661
199702,Down,-0.1,3.4112445,2.4277786,5.4,33.315678,28.33,7.42,6.1317039,23.6061678
199703,Down,-4.59,3.4112445,2.4277786,5.4,16.4656529,29.27,7.31,0.592759,23.4826625
199704,Up,4.47,3.4112445,2.4277786,5.4,-1.7322097,28.8,7.55,-4.261401,17.2920209
199705,Up,7.23,3.4112445,2.4277786,5.4,-16.3343233,27.59,7.73,5.8405579,22.4972175
199706,Up,4.47,3.3395755,2.5903659,5.2,-1.9764706,29.93,7.58,5.8576884,26.7754716
199707,Up,7.76,3.3395755,2.5903659,5.2,-6.2591687,31.26,7.41,4.3452616,31.9863425
199708,Down,-3.74,3.3395755,2.5903659,5.2,-7.9268293,32.77,7.14,7.814581,49.1225846
199709,Up,5.79,3.3395755,2.5903659,5.2,-9.2440801,32.59,7.22,-5.7465632,37.9576351
199710,Down,-3.38,3.3395755,2.5903659,5.2,-17.5072947,32.67,7.15,5.315359,37.8202618
199711,Up,3.37,3.3395755,2.5903659,5.2,-14.6184739,32.9,7,-3.4477697,29.6836629
199712,Up,1.8,2.8774752,2.8199804,4.9,-14.9304091,32.34,6.87,4.4586855,26.2053841
199801,Up,0.58,2.8774752,2.8199804,4.9,-27.8456085,33.03,6.76,1.5731598,31.0081818
199802,Up,7.43,2.8774752,2.8199804,4.9,-33.6114422,32.86,6.61,1.0150177,24.6921826
199803,Up,5.15,2.8774752,2.8199804,4.9,-27.6902296,34.71,6.67,7.0449193,32.6901136
199804,Up,1.16,2.8774752,2.8199804,4.9,-28.4421153,36.3,6.72,4.9945714,45.5185449
199805,Down,-2.67,2.8774752,2.8199804,4.9,-21.703854,37.28,6.69,0.9076469,38.7363619
199806,Up,3.59,2.8,2.4361322,4.8,-28.6605857,36.96,6.69,-1.8826224,28.5919636
199807,Down,-2.06,2.8,2.4361322,4.8,-28.7428273,36.8,6.53,3.9438241,28.0972441
199808,Down,-15.65,2.8,2.4361322,4.8,-28.2730515,38.26,6.55,-1.1615327,17.4324953
199809,Up,6.61,2.8,2.4361322,4.8,-32.9653788,35.42,6.52,-14.5796719,6.4271248
199810,Up,7.45,2.8,2.4361322,4.8,-24.4567964,33.53,6.4,6.2395516,7.3610737
199811,Up,6.41,2.8,2.4361322,4.8,-32.3142051,33.77,6.37,8.0294228,20.1231167
199812,Up,6.54,2.5609756,2.199758,4.9,-36.2915221,37.37,6.41,5.9125996,21.7950571
199901,Up,3.85,2.5609756,2.199758,4.9,-38.4279476,38.82,6.22,5.6375287,26.6685891
199902,Down,-3.73,2.5609756,2.199758,4.9,-25.3740275,40.58,6.24,4.1009442,30.5382112
199903,Up,3.88,2.5609756,2.199758,4.9,-25.2179328,40.4,6.4,-3.2282563,18.0103681
199904,Up,4.7,2.5609756,2.199758,4.9,-2.3968043,41.36,6.62,3.8794215,16.7569771
199905,Down,-2.12,2.5609756,2.199758,4.9,12.3056995,42.7,6.64,3.7944028,20.097149
199906,Up,5.17,2.8880866,2.9064291,4.4,19.448183,42.56,6.93,-2.4970481,19.3450826
199907,Down,-3.09,2.8880866,2.9064291,4.4,30.966325,42.18,7.23,5.4438331,21.0673466
199908,Down,-0.99,2.8880866,2.9064291,4.4,42.5426136,43.83,7.19,-3.2046092,18.5647799
199909,Down,-2.42,2.8880866,2.9064291,4.4,59.1317365,41.93,7.4,-0.6254092,37.9335193
199910,Up,6.52,2.8880866,2.9064291,4.4,59.7324415,41.32,7.39,-2.8551792,26.1255984
199911,Up,3.73,2.8880866,2.9064291,4.4,57.3314802,40.55,7.55,6.2539542,24.0527182
199912,Up,8.16,2.7348395,10.0448409,4.2,94.3190661,43.21,7.36,1.9061859,19.3601083
200001,Down,-4.33,2.7348395,10.0448409,4.2,131.2056738,44.2,7.55,5.7843895,19.5260467
200002,Up,2.88,2.7348395,10.0448409,4.2,117.9631115,43.77,7.78,-5.0903549,8.9728318
200003,Up,5.67,2.7348395,10.0448409,4.2,144.3796836,42.19,7.68,-2.0108083,10.3437769
200004,Down,-5.94,2.7348395,10.0448409,4.2,103.888131,43.22,7.68,9.6719828,16.4968059
200005,Down,-3.92,2.7348395,10.0448409,4.2,48.4429066,43.53,7.64,-3.0795756,8.7815871
200006,Up,5.04,2.9205607,3.8615297,4.2,62.1408451,41.97,7.99,-2.1915051,9.1224738
200007,Down,-2.03,2.9205607,3.8615297,4.2,77.920626,42.78,7.67,2.393355,5.965573
200008,Up,7.53,2.9205607,3.8615297,4.2,48.3308421,42.76,7.65,-1.6341276,7.6848386
200009,Down,-4.94,2.9205607,3.8615297,4.2,46.8485419,42.87,7.55,6.0699105,14.9400576
200010,Down,-2.2,2.9205607,3.8615297,4.2,41.8760469,41.9,7.62,-5.3482975,11.9902436
200011,Down,-10.21,2.9205607,3.8615297,4.2,46.1130742,39.37,7.55,-0.4949486,4.8769906
200012,Up,1.69,2.8735632,3.7664058,4.35,37.7653184,38.78,7.45,-8.006861,-5.3250449
200101,Up,3.67,2.8735632,3.7664058,4.35,9.1257669,37.27,7.21,0.4053446,-10.1391847
200102,Down,-9.67,2.8735632,3.7664058,4.35,8.8300221,36.98,7.15,3.4636577,-2.0402128
200103,Down,-6.84,2.8735632,3.7664058,4.35,0.8858603,35.83,7.1,-9.2290736,-9.256312
200104,Up,8.33,2.8735632,3.7664058,4.35,-8.8658414,32.33,6.98,-6.4204711,-22.5713682
200105,Up,1.04,2.8735632,3.7664058,4.35,6.4879565,32.17,7.2,7.6814362,-13.9745176
200106,Down,-1.66,2.8547202,3.4858277,4.85,-0.4864489,34.07,7.29,0.5090187,-11.5993265
200107,Down,-1.83,2.8547202,3.4858277,4.85,-13.2893497,33.07,7.18,-2.5035389,-15.8270298
200108,Down,-6.15,2.8547202,3.4858277,4.85,-11.1521666,32.16,7.13,-1.074015,-15.347734
200109,Down,-8.97,2.8547202,3.4858277,4.85,-12.0115311,31.4,7.02,-6.4108407,-25.308371
200110,Up,2.68,2.8547202,3.4858277,4.85,-23.6127509,27.67,7.17,-8.1723406,-27.5368822
200111,Up,7.71,2.8547202,3.4858277,4.85,-32.859734,28.58,7.03,1.8099111,-25.8584013
200112,Up,1.76,2.447946,1.6588292,5.8,-42.8197674,30.01,6.97,7.5175904,-13.3465156
200201,Down,-1.3,2.447946,1.6588292,5.8,-32.0801124,30.5,6.77,0.7573834,-13.0426932
200202,Down,-2.16,2.447946,1.6588292,5.8,-33.5023665,30.28,6.55,-1.5573833,-17.2626889
200203,Up,4.37,2.447946,1.6588292,5.8,-29.9560959,29.09,6.51,-2.0766211,-10.7432591
200204,Down,-5.05,2.447946,1.6588292,5.8,-10.3524229,30.29,6.81,3.6738894,-1.1151949
200205,Down,-1.24,2.447946,1.6588292,5.8,-4.159066,29.01,6.76,-6.1417626,-13.8091593
200206,Down,-7.08,2.5583982,4.1876449,5.4,-5.6564246,28.13,6.75,-0.9081481,-15.0244413
200207,Down,-8.03,2.5583982,4.1876449,5.4,-7.5362319,26.39,6.63,-7.2455354,-19.1574509
200208,Up,0.64,2.5583982,4.1876449,5.4,1.852552,23.46,6.53,-7.9004275,-24.7360113
200209,Down,-10.21,2.5583982,4.1876449,5.4,3.3127048,23.59,6.37,0.4881433,-19.1878789
200210,Up,7.98,2.5583982,4.1876449,5.4,14.6445131,22.37,6.15,-11.0024318,-21.6784757
200211,Up,6.08,2.5583982,4.1876449,5.4,29.896443,21.96,6.32,8.6448801,-16.4203905
200212,Down,-5.65,2.4544953,3.6988887,5.5,33.553635,23.35,6.31,5.7069621,-17.8278961
200301,Down,-2.47,2.4544953,3.6988887,5.5,52.1986549,23.1,6.21,-6.0332573,-23.365964
200302,Down,-1.79,2.4544953,3.6988887,5.5,67.4631418,22.9,6.17,-2.7414693,-24.2877323
200303,Up,1.19,2.4544953,3.6988887,5.5,72.9508197,21.21,5.95,-1.7003609,-23.9968159
200304,Up,8.32,2.4544953,3.6988887,5.5,37.3873874,21.31,5.89,0.8357569,-26.0774469
200305,Up,6.14,2.4544953,3.6988887,5.5,7.5371146,22.43,5.74,8.1044107,-14.8571904
200306,Up,1.52,2.0402612,4.5807882,5.7,4.1450777,23.59,5.22,5.089871,-9.7035053
200307,Up,2.42,2.0402612,4.5807882,5.7,20.3761755,24.83,4.97,1.1322215,-1.5477569
200308,Up,2.41,2.0402612,4.5807882,5.7,14.1796585,24.87,5.49,1.6223702,8.6318865
200309,Down,-1.16,2.0402612,4.5807882,5.7,11.3107822,24.64,5.88,1.7873203,10.0363512
200310,Up,6.15,2.0402612,4.5807882,5.7,-4.6511628,25.24,5.72,-1.1944365,22.16293
200311,Up,1.42,2.0402612,4.5807882,5.7,5.1299827,25.68,5.7,5.4961486,18.6224202
200312,Up,4.37,2.3783784,5.0488756,5.5,18.3479254,25.95,5.65,0.7128504,13.0181193
200401,Up,2.22,2.3783784,5.0488756,5.5,9.2794018,26.64,5.62,5.0765541,26.3804
200402,Up,1.46,2.3783784,5.0488756,5.5,4.0376442,27.66,5.54,1.7276387,32.1876813
200403,Down,-1.23,2.3783784,5.0488756,5.5,-3.1502648,27.65,5.5,1.2208973,36.1160207
200404,Down,-1.75,2.3783784,5.0488756,5.5,9.5678092,26.89,5.33,-1.6358919,32.7795952
200405,Up,1.23,2.3783784,5.0488756,5.5,29.8761062,26.9,5.73,-1.6790752,20.7629967
200406,Up,1.94,2.4468085,5.0488675,5.2,43.1414357,25.9,6.04,1.208345,16.3025792
200407,Down,-3.96,2.4468085,5.0488675,5.2,23.7630208,26.4,6.01,1.7988999,17.0692628
200408,Up,0.19,2.4468085,5.0488675,5.2,32.2821847,25.7,5.82,-3.4290519,11.2500099
200409,Up,1.71,2.4468085,5.0488675,5.2,42.2602089,25.17,5.65,0.228735,9.5465302
200410,Up,1.54,2.4468085,5.0488675,5.2,62.4248851,25.67,5.46,0.9363876,11.9089921
200411,Up,4.69,2.4468085,5.0488675,5.2,75.1730959,25.41,5.47,1.4014244,7.5653599
200412,Up,3.59,2.2367732,4.9907441,5.2,55.8700547,26.47,5.52,3.8594936,10.926101
200501,Down,-2.6,2.2367732,4.9907441,5.2,34.7744946,27.14,5.47,3.2458213,8.9934524
200502,Up,2.05,2.2367732,4.9907441,5.2,36.6793114,26.59,5.36,-2.5290467,4.4327367
200503,Down,-1.76,2.2367732,4.9907441,5.2,38.0829016,26.74,5.2,1.8903346,5.1234159
200504,Down,-2.4,2.2367732,4.9907441,5.2,47.742111,26.34,5.4,-1.9117656,4.828585
200505,Up,3.89,2.2367732,4.9907441,5.2,44.5625511,25.41,5.33,-2.0108582,4.4748419
200506,Up,0.8,2.523172,4.678844,5.1,23.7090367,25.65,5.15,2.9952046,6.3193724
200507,Up,4.16,2.523172,4.678844,5.1,47.9747501,26.07,4.96,-0.0142714,4.4256856
200508,Down,-0.92,2.523172,4.678844,5.1,44.2614893,26.29,5.06,3.5968287,12.0230264
200509,Up,0.78,2.523172,4.678844,5.1,44.5705385,26.1,5.09,-1.1222105,10.5131101
200510,Down,-1.75,2.523172,4.678844,5.1,42.6985854,25.73,5.13,0.6949025,10.2487132
200511,Up,3.92,2.523172,4.678844,5.1,17.3913043,24.88,5.35,-1.774078,6.7961478
200512,Up,0.07,2.1518351,5.0896976,4.9,20.3054065,25.93,5.42,3.5186096,6.4456252
200601,Up,3.39,2.1518351,5.0896976,4.9,37.1567044,26.44,5.37,-0.0952349,3.0010226
200602,Up,0.04,2.1518351,5.0896976,4.9,39.8590948,26.47,5.29,2.5466771,8.3647205
200603,Up,1.83,2.1518351,5.0896976,4.9,28.4761309,26.25,5.35,0.0453158,6.4024642
200604,Up,1.09,2.1518351,5.0896976,4.9,15.8166084,26.33,5.53,1.109581,9.6799085
200605,Down,-3.14,2.1518351,5.0896976,4.9,31.3914027,26.15,5.84,1.2155653,13.2912661
200606,Up,0.05,2.7661692,4.0213033,4.9,42.3640377,25.65,5.95,-3.0916916,6.5958847
200607,Down,-0.38,2.7661692,4.0213033,4.9,26.1286882,24.75,5.89,8.66E-03,6.6203317
200608,Up,2.45,2.7661692,4.0213033,4.9,26.7632027,24.7,5.85,0.5085879,3.4419597
200609,Up,2.25,2.7661692,4.0213033,4.9,12.4365092,25.05,5.68,2.1274193,6.8415915
200610,Up,3.64,2.7661692,4.0213033,4.9,-2.5926491,25.64,5.51,2.4566299,8.7108594
200611,Up,2.13,2.7661692,4.0213033,4.9,-5.5956389,26.54,5.51,3.1508003,14.1614344
200612,Up,1.27,3.1631135,3.3117931,4.9,1.8353345,26.93,5.33,1.6466657,12.0970346
200701,Up,1.84,3.1631135,3.3117931,4.9,4.3748948,27.28,5.32,1.2615783,13.6194318
200702,Down,-1.58,3.1631135,3.3117931,4.9,-16.6997405,27.21,5.4,1.4059043,12.3554809
